ID,AGENT,TYPE,CONFIDENCE,SECURITY
2915198291,Claude_Code,docs,10,0
2915204489,Claude_Code,docs,10,0
2915784381,Claude_Code,refactor,10,1
2916677326,Claude_Code,refactor,10,0
2918329879,Claude_Code,docs,9,0
2920999550,Claude_Code,feat,9,1
2921044123,Claude_Code,fix,9,0
2922672896,Claude_Code,feat,9,1
3238330931,Claude_Code,fix,10,1
3238444749,Claude_Code,fix,10,1
3238483606,Claude_Code,fix,10,1
3238491477,Claude_Code,fix,10,1
3238626702,Claude_Code,fix,10,0
3240533897,Claude_Code,feat,10,1
3241545126,Claude_Code,feat,9,0
3241611660,Claude_Code,build,9,0
3241840766,Claude_Code,feat,10,0
3241861541,Claude_Code,docs,10,1
3225725945,Claude_Code,fix,10,0
3225792521,Claude_Code,fix,10,0
3225792685,Claude_Code,fix,10,0
3226043406,Claude_Code,feat,10,0
3226060777,Claude_Code,feat,10,1
3226145369,Claude_Code,feat,9,0
3226401427,Claude_Code,fix,10,1
3226434542,Claude_Code,feat,10,0
3226475067,Claude_Code,chore,10,0
3226500911,Claude_Code,chore,10,0
3226627949,Claude_Code,feat,10,1
3226645641,Claude_Code,feat,10,0
3267198858,Claude_Code,fix,10,0
3267602007,Claude_Code,feat,10,1
3267605140,Claude_Code,docs,10,1
2922676503,Claude_Code,feat,10,1
2925282771,Claude_Code,docs,9,0
2936982220,Claude_Code,chore,10,0
2959025892,Claude_Code,fix,9,0
2964008111,Claude_Code,docs,10,1
2964743634,Claude_Code,feat,8,0
2970665095,Claude_Code,build,10,0
2973533797,Claude_Code,feat,9,0
2974498229,Claude_Code,build,8,0
2974598623,Claude_Code,refactor,9,0
2975165913,Claude_Code,fix,10,0
2980205609,Claude_Code,test,9,0
2985351959,Claude_Code,docs,10,1
2986072834,Claude_Code,feat,9,0
2986431376,Claude_Code,docs,10,0
2990012909,Claude_Code,docs,10,0
2997643146,Claude_Code,feat,9,0
3007785025,Claude_Code,fix,10,0
3029855439,Claude_Code,fix,10,0
3037457814,Claude_Code,feat,9,0
3037985682,Claude_Code,feat,10,0
3047699666,Claude_Code,test,9,1
3054252195,Claude_Code,fix,10,0
3057825906,Claude_Code,fix,9,0
3255598859,Claude_Code,chore,10,0
3256172444,Claude_Code,feat,10,1
3256692785,Claude_Code,feat,9,1
3257102140,Claude_Code,feat,9,0
3257241051,Claude_Code,feat,9,0
3257330452,Claude_Code,feat,10,0
3257359947,Claude_Code,feat,10,0
3258270000,Claude_Code,feat,10,0
3258566467,Claude_Code,feat,9,0
3190681974,Claude_Code,fix,10,0
3193198936,Claude_Code,feat,10,0
3193248030,Claude_Code,feat,10,0
3193786351,Claude_Code,chore,10,0
3194442530,Claude_Code,feat,9,0
3194483657,Claude_Code,docs,10,0
3277239540,Claude_Code,fix,10,0
3277329042,Claude_Code,fix,10,1
3277570981,Claude_Code,fix,10,0
3277943226,Claude_Code,fix,10,0
3069923749,Claude_Code,docs,9,0
3069942339,Claude_Code,feat,8,0
3069944091,Claude_Code,docs,9,0
3070114059,Claude_Code,chore,10,0
3070149818,Claude_Code,fix,10,0
3070160046,Claude_Code,chore,10,1
3078006902,Claude_Code,feat,8,0
3079303421,Claude_Code,feat,10,0
3170104958,Claude_Code,fix,10,0
3171863473,Claude_Code,fix,9,0
3171901980,Claude_Code,feat,9,1
3172647828,Claude_Code,fix,10,0
3172785852,Claude_Code,feat,10,1
3173165718,Claude_Code,chore,9,0
3173233374,Claude_Code,feat,10,0
3173971926,Claude_Code,feat,9,0
3151798896,Claude_Code,feat,10,1
3151873955,Claude_Code,feat,10,0
3152317896,Claude_Code,feat,10,0
3153985254,Claude_Code,ci,9,0
3154096278,Claude_Code,feat,10,0
3154339119,Claude_Code,fix,10,0
3154517662,Claude_Code,feat,8,0
3154662508,Claude_Code,feat,10,1
3154699305,Claude_Code,feat,10,0
3154734636,Claude_Code,feat,9,0
3154770102,Claude_Code,feat,10,1
3155322770,Claude_Code,refactor,10,0
3156775134,Claude_Code,test,10,0
3158615630,Claude_Code,feat,10,1
3158776739,Claude_Code,feat,10,0
3158802702,Claude_Code,feat,10,0
3158818689,Claude_Code,feat,9,1
3159212731,Claude_Code,fix,10,0
3206405036,Claude_Code,fix,10,1
3206405282,Claude_Code,feat,10,1
3206405566,Claude_Code,feat,10,1
3206510254,Claude_Code,feat,10,0
3206889625,Claude_Code,feat,10,1
3206950313,Claude_Code,feat,10,1
3207221136,Claude_Code,fix,10,1
3246897503,Claude_Code,build,9,0
3186370783,Claude_Code,feat,9,0
3127930821,Claude_Code,feat,10,0
3128534413,Claude_Code,feat,9,0
3128559622,Claude_Code,feat,10,0
3128646283,Claude_Code,feat,9,1
3128713996,Claude_Code,feat,9,0
3128824166,Claude_Code,docs,10,0
3131363751,Claude_Code,feat,10,1
3132009446,Claude_Code,docs,9,0
3132093324,Claude_Code,refactor,9,0
3132378621,Claude_Code,feat,10,0
3132410695,Claude_Code,test,10,0
3221043102,Copilot,feat,9,0
3221049488,Copilot,fix,8,0
3221072168,Copilot,feat,9,1
3221167892,Copilot,feat,9,0
3221209477,Copilot,feat,9,1
3221209707,Copilot,feat,9,0
3221217744,Copilot,feat,9,0
3221235980,Copilot,feat,10,0
3128896513,Copilot,fix,10,1
3128948216,Copilot,fix,10,1
3128970557,Copilot,fix,10,0
3129029549,Copilot,feat,9,1
3129041184,Copilot,refactor,9,0
3129054890,Copilot,refactor,9,0
3129063731,Copilot,fix,10,1
3129102020,Copilot,feat,9,1
3129102032,Copilot,fix,10,1
3129105671,Copilot,fix,10,0
3250992083,Copilot,docs,10,0
3251035072,Copilot,feat,10,0
3251416645,Copilot,fix,10,0
3251419718,Copilot,fix,10,0
3206197492,Copilot,fix,9,0
3206203957,Copilot,fix,10,1
3206210379,Copilot,fix,9,0
3206217949,Copilot,docs,9,0
3206230540,Copilot,fix,10,1
3206231176,Copilot,fix,10,1
3206231303,Copilot,fix,9,0
3206264749,Copilot,feat,10,0
3185504393,Copilot,feat,9,1
3124605364,Copilot,fix,10,0
3124649893,Copilot,test,10,0
3124658074,Copilot,test,9,0
3124676438,Copilot,fix,10,0
3124709717,Copilot,chore,10,0
3124811802,Copilot,feat,10,1
3124835441,Copilot,feat,9,0
3124984990,Copilot,feat,9,0
3125000701,Copilot,feat,9,0
3125006498,Copilot,feat,9,0
3125029980,Copilot,feat,9,0
3125046151,Copilot,fix,10,0
3125055640,Copilot,refactor,9,1
3268113550,Copilot,test,10,0
3268145278,Copilot,feat,8,1
3268164028,Copilot,fix,10,1
3268184875,Copilot,docs,10,0
3268208096,Copilot,fix,9,0
3268223958,Copilot,refactor,9,0
3268294728,Copilot,ci,9,0
3108861090,Copilot,chore,9,0
3108908027,Copilot,feat,9,1
3109263417,Copilot,fix,9,0
3109359968,Copilot,fix,10,0
3109377617,Copilot,fix,9,0
3109408352,Copilot,feat,9,0
3109511414,Copilot,fix,10,1
3109513181,Copilot,feat,10,0
3109523791,Copilot,fix,10,0
3109525942,Copilot,fix,10,0
3109541003,Copilot,feat,9,0
3109581531,Copilot,feat,10,0
3150841632,Copilot,fix,10,1
3150912798,Copilot,feat,9,1
3150960964,Copilot,fix,10,1
3150971698,Copilot,feat,9,0
3151002300,Copilot,perf,9,0
3151126402,Copilot,test,9,0
3151210646,Copilot,feat,9,0
3151211971,Copilot,feat,9,0
3151219647,Copilot,fix,9,0
3151237217,Copilot,fix,10,1
3151242547,Copilot,feat,9,0
3151249906,Copilot,feat,10,0
3151370964,Copilot,perf,9,0
3151403816,Copilot,fix,10,0
3151403894,Copilot,feat,10,1
3151417956,Copilot,fix,10,0
3151439757,Copilot,fix,10,1
3151469750,Copilot,refactor,9,0
3215964049,Copilot,fix,10,0
3215992008,Copilot,feat,10,1
3216013583,Copilot,feat,9,0
3216159293,Copilot,ci,9,0
3216175364,Copilot,feat,10,1
3216189960,Copilot,fix,10,0
3216197213,Copilot,fix,10,1
3216208267,Copilot,fix,10,0
3234025898,Copilot,build,9,0
3234026322,Copilot,feat,10,0
3234061012,Copilot,fix,10,1
3234065894,Copilot,chore,9,0
3234115546,Copilot,fix,10,0
3234121023,Copilot,revert,10,0
3234138504,Copilot,fix,10,0
3234152217,Copilot,feat,10,0
3234170949,Copilot,chore,9,0
3234200031,Copilot,fix,10,1
3234203382,Copilot,build,9,1
3261928264,Copilot,feat,10,0
3190424487,Copilot,test,9,0
3190486831,Copilot,fix,10,1
3190514750,Copilot,fix,10,0
3190536492,Copilot,build,9,0
3190548666,Copilot,fix,9,1
3190568208,Copilot,feat,10,1
3190580432,Copilot,fix,10,1
3190587739,Copilot,fix,10,1
3190591891,Copilot,fix,10,1
3190592102,Copilot,fix,9,0
3190608451,Copilot,fix,10,1
3190612638,Copilot,feat,9,0
3190612959,Copilot,feat,10,1
3190616003,Copilot,feat,9,1
3081695764,Copilot,perf,9,0
3081705392,Copilot,feat,9,0
3081715193,Copilot,docs,9,0
3081719238,Copilot,feat,8,0
3081726196,Copilot,fix,9,1
3081726892,Copilot,fix,10,1
3081738226,Copilot,feat,9,1
3081741730,Copilot,feat,9,1
3081744530,Copilot,feat,9,1
3081770176,Copilot,fix,9,0
3081797109,Copilot,feat,9,1
3081803622,Copilot,fix,10,0
3081816195,Copilot,feat,9,0
3081816409,Copilot,fix,10,1
3081821271,Copilot,feat,9,1
3081843650,Copilot,feat,9,1
3081858153,Copilot,test,9,0
3081925002,Copilot,feat,9,0
3081978815,Copilot,feat,9,0
3081992708,Copilot,fix,9,0
3081999258,Copilot,refactor,9,0
3082009689,Copilot,fix,8,1
3082019461,Copilot,feat,9,0
3082038772,Copilot,fix,10,1
3082070083,Copilot,feat,9,1
3174292878,Copilot,chore,9,0
3174376812,Copilot,feat,10,0
3174422091,Copilot,feat,10,1
3174426696,Copilot,feat,9,0
3174426695,Copilot,fix,10,0
3174443041,Copilot,fix,10,1
3174466173,Copilot,feat,10,0
3174468203,Copilot,feat,10,1
3174485957,Copilot,feat,10,0
3174512200,Copilot,refactor,10,0
3174567386,Copilot,fix,10,0
3174573841,Copilot,docs,10,0
3174598000,Copilot,feat,10,0
3174604777,Copilot,fix,9,1
3174649732,Copilot,fix,9,0
3174774896,Copilot,feat,9,0
3174848975,Copilot,feat,9,0
3174935003,Copilot,feat,9,0
3175054599,Copilot,feat,9,0
3175169812,Copilot,chore,10,0
3175188468,Copilot,feat,10,0
3175189078,Copilot,feat,9,1
3166380013,Copilot,feat,10,1
3166454125,Copilot,feat,10,0
3166462574,Copilot,build,9,1
3166618227,Copilot,fix,10,0
3166683250,Copilot,feat,9,1
3166697799,Copilot,fix,10,0
3166698822,Copilot,docs,10,1
3166840879,Copilot,refactor,10,1
3166856651,Copilot,refactor,9,0
3166878308,Copilot,fix,10,0
3166960461,Copilot,docs,9,0
3167001050,Copilot,chore,9,0
3167033946,Copilot,chore,9,0
3167044011,Copilot,feat,9,0
3167097865,Copilot,build,9,1
3167114671,Copilot,refactor,9,0
3167148478,Copilot,fix,10,1
3167223032,Copilot,fix,10,0
3167247025,Copilot,fix,9,1
3167293449,Copilot,feat,9,0
3167302708,Copilot,feat,9,0
3167405378,Copilot,fix,9,0
3167462922,Copilot,fix,9,1
3167629205,Copilot,fix,10,0
3167637467,Copilot,build,9,0
3125661124,Copilot,docs,9,0
3125682958,Copilot,fix,10,0
3125695545,Copilot,feat,10,0
3125696843,Copilot,fix,9,0
3125703292,Copilot,fix,10,1
3125706805,Copilot,chore,10,1
3125708547,Copilot,chore,10,0
3125710825,Copilot,feat,10,1
3125744468,Copilot,fix,10,0
3125771920,Copilot,fix,10,0
3125790678,Copilot,fix,10,1
3125817776,Copilot,fix,10,0
3125826357,Copilot,fix,9,0
3125834113,Copilot,docs,9,0
3125848910,Copilot,refactor,9,1
3125850603,Copilot,fix,9,0
3125876679,Copilot,docs,10,0
3125880075,Copilot,feat,10,0
3125942056,Copilot,fix,9,0
3125954430,Copilot,fix,10,0
3125967876,Copilot,chore,9,0
3125976499,Copilot,fix,9,1
3125979396,Copilot,fix,9,0
3125981699,Copilot,fix,9,1
3125996513,Copilot,docs,10,0
3126001730,Copilot,ci,9,1
3126016118,Copilot,feat,9,0
3226779561,Copilot,fix,10,1
3226791643,Copilot,feat,10,1
3226805360,Copilot,fix,10,0
3226806559,Copilot,feat,10,1
3226808033,Copilot,feat,9,0
3226808853,Copilot,fix,9,0
3210830442,Copilot,feat,9,0
3210834321,Copilot,chore,10,1
3210836309,Copilot,build,9,0
3210844014,Copilot,feat,9,0
3210878402,Copilot,feat,9,0
3210885983,Copilot,perf,9,0
3210894434,Copilot,feat,9,0
3210898758,Copilot,fix,9,0
3210901044,Copilot,fix,9,0
3210904150,Copilot,feat,9,0
3210960716,Copilot,fix,10,0
3210965204,Copilot,fix,10,1
3211069935,Copilot,refactor,10,0
3211093970,Copilot,feat,10,1
3211097293,Copilot,refactor,10,0
3211101810,Copilot,refactor,10,0
3179735644,Copilot,fix,10,0
3179741354,Copilot,docs,10,0
3179741870,Copilot,fix,10,1
3179745074,Copilot,fix,9,0
3179766264,Copilot,fix,10,1
3179782246,Copilot,fix,10,0
3179789341,Copilot,fix,10,0
3179789638,Copilot,fix,10,1
3179795816,Copilot,feat,9,0
3179828414,Copilot,fix,10,0
3179865924,Copilot,feat,9,1
3179895872,Copilot,feat,10,1
3179973928,Copilot,refactor,8,0
3179981594,Copilot,fix,10,1
3179998444,Copilot,feat,10,1
3180007991,Copilot,feat,9,1
3180097892,Copilot,feat,9,0
3180110990,Copilot,feat,10,1
3180142640,Copilot,feat,10,1
3259603262,Copilot,feat,9,0
3259689574,Copilot,feat,10,0
3259701196,Copilot,fix,10,1
3259732080,Copilot,fix,10,0
3259798274,Copilot,fix,10,0
3078160044,Copilot,fix,10,1
3078166226,Copilot,test,9,0
3078166718,Copilot,test,10,0
3078168762,Copilot,fix,9,0
3078169246,Copilot,fix,10,0
3078187008,Copilot,fix,10,0
3078195603,Copilot,fix,10,0
3078216071,Copilot,feat,10,0
3078217849,Copilot,fix,10,0
3078219308,Copilot,fix,9,0
3078250089,Copilot,fix,9,0
3078256987,Copilot,fix,9,0
3078272656,Copilot,fix,9,0
3078330455,Copilot,test,10,0
3078340622,Copilot,ci,9,0
3078352984,Copilot,test,9,0
3078356584,Copilot,fix,10,1
3078366765,Copilot,fix,10,1
3078382638,Copilot,fix,10,1
3078383974,Copilot,fix,10,0
3078424351,Copilot,fix,10,0
3078425912,Copilot,feat,9,0
3078439427,Copilot,fix,9,0
3078440447,Copilot,feat,10,0
3078444454,Copilot,feat,10,0
3078460436,Copilot,fix,10,0
3078469289,Copilot,fix,10,0
3231319881,Copilot,feat,10,1
3231339205,Copilot,feat,10,1
3231354745,Copilot,chore,9,0
3231408675,Copilot,feat,10,1
3231432076,Copilot,docs,10,1
3231460257,Copilot,refactor,10,1
3231526864,Copilot,fix,9,0
3231548516,Copilot,fix,10,1
3231573988,Copilot,feat,10,0
3231589632,Copilot,feat,10,0
3120801394,Copilot,feat,10,1
3120854116,Copilot,feat,9,0
3120864208,Copilot,refactor,9,0
3121005401,Copilot,docs,10,0
3121005957,Copilot,feat,10,0
3121041195,Copilot,fix,10,1
3121165724,Copilot,refactor,9,0
3121316751,Copilot,docs,10,0
3121381331,Copilot,fix,10,0
